Ngày,NhietDoMax,NhietDoMin,NhietDoTB,NhietDoCamNhanMax,NhietDoCamNhanMin,NhietoCamNhan,SuongMu,DoAm,GioGiat,VanTocGio,HuongGio,MucNuocBien,MayChePhu,TamNhin,BucXa,NangLuongMayTroi,ChiSoUV,MatTrang,TinhTrang,MoTa,Mua/KhngMua
3/5/2021,35.7,24.0,28.7,34.9,24.0,29.1,19.0,59.5,34.6,22.5,134.6,1011.3,22.6,10.3,304.2,26.2,10,0.71,2,Partly cloudy throughout the day.,notrain
3/6/2021,35.0,23.0,28.8,35.7,23.0,29.8,19.8,61.0,29.9,18.4,138.7,1011.9,23.3,10.1,298.8,25.8,10,0.75,2,Partly cloudy throughout the day.,notrain
3/7/2021,35.0,25.0,28.8,37.7,25.0,30.7,21.4,65.8,30.6,20.5,142.2,1011.0,27.0,10.2,283.9,24.6,10,0.78,2,Partly cloudy throughout the day.,notrain
3/8/2021,35.0,25.0,29.2,35.3,25.0,30.4,19.6,58.6,27.4,17.6,117.4,1011.6,36.0,10.0,262.7,22.7,9,0.81,2,Partly cloudy throughout the day.,notrain
3/9/2021,35.0,25.0,29.1,36.3,25.0,30.2,20.3,61.6,23.8,22.3,115.3,1011.5,51.3,10.1,246.0,21.1,8,0.85,3,Partly cloudy throughout the day with rain.,rain
3/10/2021,34.9,25.0,29.2,36.5,25.0,30.4,20.1,60.5,24.1,20.5,128.8,1011.0,40.8,10.1,265.7,22.9,9,0.89,3,Partly cloudy throughout the day with morning rain.,rain
3/11/2021,35.0,25.0,29.5,36.1,25.0,30.9,20.3,60.1,25.6,27.7,114.0,1010.9,35.6,10.1,260.6,22.5,9,0.92,3,Partly cloudy throughout the day with morning rain.,rain
3/12/2021,35.0,26.0,29.9,35.7,26.0,30.9,18.7,53.1,24.8,18.4,134.5,1011.4,41.7,10.3,280.7,24.3,10,0.96,2,Partly cloudy throughout the day.,notrain
13/03/21,35.0,26.0,29.5,36.1,26.0,30.6,19.2,55.8,32.4,21.2,128.4,1011.0,40.9,10.0,250.1,21.5,8,0.0,3,Partly cloudy throughout the day with afternoon rain.,rain
14/03/21,35.0,24.1,28.3,35.7,24.1,29.2,20.7,66.4,31.7,23.5,125.7,1009.6,33.8,9.9,286.5,24.8,10,0.03,2,Partly cloudy throughout the day.,notrain
15/03/21,34.0,24.9,28.2,36.1,24.9,29.6,21.1,66.8,26.6,18.4,146.2,1009.3,29.5,9.7,272.3,23.5,9,0.06,2,Partly cloudy throughout the day.,notrain
16/03/21,32.0,25.0,27.9,35.8,25.0,29.7,22.3,72.9,29.2,21.2,152.3,1009.1,48.7,10.2,265.3,22.8,9,0.09,3,Partly cloudy throughout the day with afternoon rain.,rain
17/03/21,33.0,25.0,28.0,35.8,25.0,29.5,21.6,69.6,29.5,18.4,150.0,1009.1,47.8,10.1,231.2,19.9,8,0.12,2,Partly cloudy throughout the day.,notrain
18/03/21,32.0,25.9,28.4,36.6,25.9,30.7,22.6,71.9,33.1,20.5,151.8,1008.6,45.7,10.3,249.9,21.5,9,0.16,2,Partly cloudy throughout the day.,notrain
19/03/21,34.0,25.9,29.3,39.3,25.9,32.5,23.3,72.0,29.5,18.4,155.7,1007.7,40.5,10.3,279.4,24.1,10,0.19,2,Partly cloudy throughout the day.,notrain
20/03/21,33.0,27.0,29.2,39.0,30.6,33.5,24.0,74.8,24.8,16.6,150.2,1006.9,59.9,10.1,258.7,22.3,9,0.22,3,Partly cloudy throughout the day with afternoon rain.,rain
21/03/21,35.0,27.0,29.5,39.0,30.0,33.4,23.3,70.8,25.9,25.9,137.3,1007.4,50.0,10.0,242.1,20.8,8,0.25,3,Partly cloudy throughout the day with rain.,rain
22/03/21,36.0,26.0,30.2,38.2,26.0,32.6,21.8,64.1,31.7,18.4,106.8,1009.4,41.6,9.7,255.9,22.1,8,0.29,2,Partly cloudy throughout the day.,notrain
23/03/21,35.0,26.0,30.0,36.6,26.0,32.0,20.7,59.3,25.2,18.4,70.9,1009.4,43.8,10.0,250.1,21.5,10,0.32,3,Partly cloudy throughout the day with rain.,rain
24/03/21,35.0,27.0,30.3,37.3,29.2,32.8,21.2,60.1,40.3,27.7,117.3,1008.4,52.4,10.1,258.3,22.3,9,0.35,3,Partly cloudy throughout the day with rain.,rain
25/03/21,36.0,27.0,30.4,38.1,29.2,33.3,21.6,61.1,32.0,18.4,118.6,1008.4,56.8,10.1,260.8,22.6,9,0.38,3,Partly cloudy throughout the day with early morning rain.,rain
26/03/21,36.0,26.0,30.3,39.2,26.0,33.1,21.6,61.3,29.2,25.9,120.2,1008.5,53.0,10.7,274.8,23.6,9,0.42,2,Partly cloudy throughout the day.,notrain
27/03/21,35.7,26.9,30.2,38.5,29.5,33.3,22.2,64.5,31.7,20.5,133.4,1008.1,34.7,10.3,283.1,24.5,10,0.45,3,Becoming cloudy in the afternoon with afternoon rain.,rain
28/03/21,36.0,26.0,29.7,38.9,26.0,32.4,22.3,66.9,27.4,20.5,143.3,1007.9,47.3,10.3,285.1,24.8,10,0.48,2,Partly cloudy throughout the day.,notrain
29/03/21,35.0,26.9,29.7,38.5,29.9,33.1,22.9,69.0,23.4,16.0,155.1,1007.2,59.5,10.3,282.0,24.3,10,0.5,2,Partly cloudy throughout the day.,notrain
30/03/21,36.0,26.9,29.7,39.8,30.1,34.0,23.8,72.5,19.8,16.6,188.3,1006.2,58.6,10.2,240.9,20.9,8,0.55,3,Partly cloudy throughout the day with afternoon rain.,rain
31/03/21,35.0,27.0,30.3,40.6,30.5,35.4,24.3,72.5,28.1,18.4,185.1,1005.4,57.9,10.1,272.2,23.4,10,0.58,2,Partly cloudy throughout the day.,notrain
4/1/2021,35.0,27.0,30.5,38.1,30.5,34.7,23.3,68.1,23.4,18.4,192.1,1006.0,52.0,10.1,264.7,22.8,9,0.62,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
4/2/2021,37.0,28.0,31.1,40.6,32.7,36.3,23.9,68.8,23.0,18.4,189.3,1006.6,65.4,10.0,253.0,21.9,10,0.65,3,Partly cloudy throughout the day with rain.,rain
4/3/2021,34.0,24.0,28.9,40.5,24.0,32.4,24.1,77.7,25.2,25.9,135.4,1007.3,59.9,9.4,252.8,21.9,9,0.69,3,Partly cloudy throughout the day with morning rain.,rain
4/4/2021,34.0,27.0,29.2,39.0,29.6,33.7,23.9,74.1,33.1,18.4,151.0,1008.0,44.4,10.1,211.5,18.2,8,0.75,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
4/5/2021,34.0,26.0,29.4,39.3,26.0,32.4,22.9,69.8,29.9,16.6,135.6,1009.4,54.7,9.7,285.0,24.6,9,0.76,3,Partly cloudy throughout the day with early morning rain.,rain
4/6/2021,35.0,26.0,30.4,36.9,26.0,32.4,20.7,58.4,33.8,18.4,121.5,1009.9,47.1,10.7,278.5,24.0,9,0.79,2,Partly cloudy throughout the day.,notrain
4/7/2021,36.0,26.0,30.2,37.4,26.0,32.9,21.6,62.7,24.1,17.7,124.4,1010.2,43.9,10.2,275.5,23.7,9,0.83,3,Partly cloudy throughout the day with morning rain.,rain
4/8/2021,33.0,27.0,28.7,38.1,30.1,32.9,23.9,75.5,21.6,20.5,124.8,1009.4,51.2,9.0,231.0,20.1,9,0.86,3,Partly cloudy throughout the day with rain.,rain
4/9/2021,31.0,26.2,28.5,37.7,26.2,32.7,24.4,79.3,27.4,18.4,164.4,1009.3,66.7,8.4,233.7,20.2,8,0.9,3,Partly cloudy throughout the day with late afternoon rain.,rain
4/10/2021,34.0,26.0,29.1,38.3,26.0,33.1,24.1,75.9,27.7,16.6,110.4,1010.6,59.2,8.7,245.1,21.2,9,0.93,3,Partly cloudy throughout the day with early morning rain.,rain
4/11/2021,35.0,26.9,29.8,37.9,29.6,33.5,22.8,67.5,38.9,18.4,127.9,1011.5,51.0,9.6,274.8,23.9,9,0.97,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
4/12/2021,35.0,26.0,29.3,38.5,26.0,32.6,23.1,70.4,34.2,22.3,131.3,1011.6,52.4,10.1,244.7,21.0,9,0.0,3,Partly cloudy throughout the day with afternoon rain.,rain
13/04/21,34.0,27.0,29.8,40.6,30.1,34.8,24.3,73.6,29.5,18.4,144.2,1010.9,53.6,10.3,255.0,22.2,9,0.04,3,Partly cloudy throughout the day with afternoon rain.,rain
14/04/21,35.0,27.9,30.2,39.5,32.6,34.9,23.8,70.4,18.4,16.6,168.7,1010.3,64.8,10.1,256.7,22.2,9,0.07,3,Partly cloudy throughout the day with rain.,rain
15/04/21,35.0,23.9,28.9,39.5,23.9,32.8,24.4,78.6,19.4,13.0,212.7,1009.5,64.6,8.8,241.1,20.8,8,0.1,3,Partly cloudy throughout the day with rain clearing later.,rain
16/04/21,34.0,22.0,28.4,37.9,22.0,31.9,23.4,76.5,29.2,50.0,179.2,1009.8,68.1,10.0,242.1,20.9,8,0.14,3,Partly cloudy throughout the day with morning rain.,rain
17/04/21,33.0,25.0,28.4,39.2,25.0,31.6,24.2,79.8,20.5,20.0,161.4,1010.9,61.9,9.4,270.8,23.4,9,0.17,3,Partly cloudy throughout the day with rain.,rain
18/04/21,32.0,25.0,28.4,37.6,25.0,32.2,24.6,80.9,27.4,17.7,177.3,1010.8,58.5,9.4,224.8,19.4,8,0.2,3,Partly cloudy throughout the day with afternoon rain.,rain
19/04/21,33.0,26.0,28.5,38.8,26.0,32.5,24.1,77.9,31.3,25.0,208.1,1009.6,56.3,10.3,240.1,20.7,9,0.24,3,Partly cloudy throughout the day with rain.,rain
20/04/21,34.0,26.0,29.7,39.3,26.0,34.6,24.6,75.2,25.6,14.8,229.6,1009.0,52.4,10.7,267.2,23.1,9,0.25,3,Partly cloudy throughout the day with afternoon rain.,rain
21/04/21,33.0,27.0,29.6,40.6,31.2,35.9,25.6,79.8,22.3,16.6,223.0,1008.8,61.2,10.3,226.5,19.6,8,0.3,3,Partly cloudy throughout the day with rain.,rain
22/04/21,32.0,24.0,27.9,40.6,24.0,31.9,24.9,84.1,23.4,18.3,243.6,1008.9,76.3,9.4,203.4,17.4,8,0.34,3,Partly cloudy throughout the day with morning rain.,rain
23/04/21,33.0,25.0,27.8,40.3,25.0,31.1,24.8,84.7,30.6,16.6,249.2,1008.0,64.8,9.0,139.8,12.1,7,0.37,3,Partly cloudy throughout the day with late afternoon rain.,rain
24/04/21,34.0,26.0,29.0,41.5,26.0,32.9,24.7,79.5,27.0,19.9,204.0,1008.2,61.0,9.9,223.2,19.2,8,0.4,3,Partly cloudy throughout the day with early morning rain.,rain
25/04/21,34.0,26.0,29.5,40.4,26.0,33.7,24.2,74.7,22.7,22.3,236.1,1009.0,54.4,10.3,263.4,22.9,9,0.44,3,Partly cloudy throughout the day with rain.,rain
26/04/21,35.0,26.9,30.2,41.9,30.4,35.8,24.7,74.1,22.0,18.4,192.4,1008.5,57.7,10.3,276.6,23.6,9,0.47,3,Partly cloudy throughout the day with rain.,rain
27/04/21,34.0,26.9,30.0,40.6,30.4,35.8,25.0,75.9,28.4,14.8,164.8,1009.9,64.5,9.8,225.5,19.5,9,0.5,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
28/04/21,34.0,27.0,30.1,39.3,31.2,35.2,24.3,72.9,29.9,16.6,130.3,1010.9,55.6,9.7,251.3,21.6,9,0.54,3,Partly cloudy throughout the day with rain.,rain
29/04/21,35.0,27.9,30.1,39.5,31.9,34.5,23.6,69.5,25.9,16.6,126.5,1010.1,59.8,10.3,260.8,22.5,8,0.57,3,Partly cloudy throughout the day with morning rain.,rain
30/04/21,34.8,28.0,30.5,38.5,31.9,35.2,23.7,68.7,38.9,27.8,119.8,1010.0,45.4,10.3,256.4,22.2,8,0.6,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
5/1/2021,34.0,27.9,30.6,40.6,33.3,36.3,24.7,72.3,32.4,25.8,123.7,1010.1,49.9,10.3,232.1,20.0,7,0.64,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
5/2/2021,36.0,28.0,30.9,41.3,32.6,36.3,24.2,69.0,28.8,17.6,132.5,1009.6,51.7,10.3,275.4,23.8,9,0.67,2,Partly cloudy throughout the day.,notrain
5/3/2021,35.0,28.0,31.0,40.6,32.7,36.0,23.7,67.2,26.6,22.3,130.5,1007.9,52.0,10.3,281.7,24.2,9,0.71,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
5/4/2021,36.0,27.0,31.1,39.6,30.1,35.2,22.9,64.2,29.2,18.4,121.7,1007.2,51.9,10.2,281.2,24.3,9,0.75,2,Partly cloudy throughout the day.,notrain
5/5/2021,37.0,28.0,31.7,40.2,31.2,35.8,22.5,60.5,48.2,22.9,111.3,1007.4,46.4,10.2,269.9,23.1,9,0.78,3,Partly cloudy throughout the day with late afternoon rain.,rain
5/6/2021,36.0,26.0,30.3,40.4,26.0,34.9,23.9,70.1,43.2,22.3,98.0,1009.2,53.8,10.1,247.0,21.3,8,0.81,3,Partly cloudy throughout the day with rain.,rain
5/7/2021,34.0,25.0,29.3,40.6,25.0,32.9,23.9,74.6,29.9,17.3,88.3,1010.0,53.0,9.9,240.9,20.9,8,0.84,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
5/8/2021,34.0,27.0,29.4,43.5,30.6,35.1,25.2,78.9,31.0,18.4,135.0,1008.7,59.4,8.6,226.9,19.6,9,0.88,3,Partly cloudy throughout the day with afternoon rain.,rain
5/9/2021,36.0,27.9,30.7,41.9,33.3,36.7,24.9,72.8,26.6,18.4,138.6,1008.0,54.9,10.3,231.1,19.9,8,0.91,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
5/10/2021,34.0,28.0,30.8,40.6,33.5,37.0,24.8,71.6,24.1,18.4,150.0,1007.8,54.1,10.3,245.5,21.1,8,0.95,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
5/11/2021,34.9,28.0,31.0,41.8,33.4,37.4,25.0,71.5,25.9,16.6,155.2,1007.4,54.3,10.3,254.9,22.0,8,0.98,3,Partly cloudy throughout the day with afternoon rain.,rain
5/12/2021,35.0,28.0,30.8,41.9,33.5,37.5,25.3,73.8,20.9,14.1,143.4,1006.8,61.5,10.1,265.8,22.9,10,0.0,3,Partly cloudy throughout the day with early morning rain.,rain
13/05/21,36.0,28.9,31.4,41.9,35.6,38.2,25.1,70.7,26.6,16.0,140.7,1006.0,53.5,10.3,255.5,21.9,9,0.05,3,Partly cloudy throughout the day with rain.,rain
14/05/21,34.0,29.0,30.8,43.1,35.6,38.2,25.7,75.1,33.5,16.6,138.2,1006.5,47.0,10.3,252.9,21.8,8,0.08,3,Partly cloudy throughout the day with afternoon rain.,rain
15/05/21,34.0,26.9,29.3,40.6,30.9,35.6,25.9,83.1,37.1,16.6,138.2,1007.3,65.7,10.1,209.1,18.1,8,0.12,3,Partly cloudy throughout the day with afternoon rain.,rain
16/05/21,35.8,26.0,30.3,43.3,26.0,36.3,25.6,77.7,29.5,16.6,141.8,1007.1,57.9,9.2,238.1,20.4,7,0.15,3,Partly cloudy throughout the day with rain.,rain
17/05/21,34.0,26.1,29.7,45.3,26.1,37.3,26.6,84.2,26.3,16.6,148.4,1007.7,69.4,10.1,184.7,15.8,6,0.18,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
18/05/21,34.0,26.0,29.5,40.5,26.0,35.0,25.7,81.3,27.0,16.6,168.0,1008.3,60.3,9.8,228.3,19.8,8,0.22,3,Partly cloudy throughout the day with morning rain.,rain
19/05/21,35.0,26.9,29.3,42.1,31.0,35.3,25.7,82.4,26.6,18.4,218.2,1007.6,66.9,8.9,230.4,19.9,8,0.25,3,Partly cloudy throughout the day with rain.,rain
20/05/21,35.0,26.0,30.4,40.6,26.0,34.4,24.4,73.5,20.9,16.6,182.9,1007.6,54.0,9.3,247.5,21.4,9,0.25,3,Partly cloudy throughout the day with early morning rain.,rain
21/05/21,34.0,25.0,28.6,43.5,25.0,33.8,25.8,85.8,48.2,27.7,193.8,1007.7,57.5,9.0,164.1,14.3,6,0.32,3,Partly cloudy throughout the day with late afternoon rain.,rain
22/05/21,33.0,25.0,27.9,42.1,25.0,31.7,25.6,88.2,36.7,27.8,258.0,1007.0,71.6,8.9,146.3,12.6,7,0.35,3,Partly cloudy throughout the day with rain.,rain
23/05/21,32.0,25.0,27.3,40.6,25.0,30.6,25.7,91.5,33.5,18.4,265.5,1006.6,76.2,8.8,139.8,12.0,5,0.39,3,Partly cloudy throughout the day with rain.,rain
24/05/21,30.0,25.0,26.9,36.1,25.0,29.5,25.4,91.6,34.6,16.6,294.9,1007.3,81.0,9.2,100.2,8.5,4,0.42,3,Partly cloudy throughout the day with rain.,rain
25/05/21,27.9,23.0,25.0,33.3,23.0,25.4,24.6,97.4,29.5,18.4,277.1,1008.2,82.0,7.0,122.2,10.6,6,0.46,3,Partly cloudy throughout the day with rain.,rain
26/05/21,30.0,24.0,27.0,37.4,24.0,29.8,24.9,89.0,29.9,17.0,244.3,1007.8,71.6,9.3,99.8,8.4,5,0.5,3,Partly cloudy throughout the day with early morning rain.,rain
27/05/21,31.0,25.1,27.2,39.1,25.1,30.4,25.9,93.1,25.6,22.3,209.7,1008.2,73.2,8.0,137.6,11.9,5,0.52,3,Partly cloudy throughout the day with afternoon rain.,rain
28/05/21,33.0,25.9,29.0,40.6,25.9,33.9,25.6,83.0,24.8,11.2,189.4,1009.5,53.8,10.0,201.8,17.2,7,0.56,3,Partly cloudy throughout the day with early morning rain.,rain
29/05/21,34.0,26.0,29.2,40.6,26.0,34.4,25.6,82.6,23.0,16.6,215.4,1009.3,56.3,10.0,247.7,21.4,8,0.59,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
30/05/21,35.0,26.0,30.4,42.1,26.0,36.6,25.4,76.7,20.9,11.5,257.6,1007.7,52.5,10.2,254.6,21.9,8,0.62,2,Partly cloudy throughout the day.,notrain
31/05/21,34.0,27.0,30.7,43.8,31.8,38.5,26.3,78.6,29.2,18.4,267.3,1006.4,52.7,10.3,267.6,23.1,9,0.66,3,Partly cloudy throughout the day with rain.,rain
6/1/2021,34.0,28.0,29.9,43.8,34.4,37.6,26.5,82.8,28.4,14.8,246.6,1006.8,58.6,10.1,267.8,23.0,9,0.69,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/2/2021,34.0,24.0,28.7,45.0,24.0,35.0,26.3,87.7,51.8,27.7,242.6,1007.3,66.3,9.0,244.9,21.0,8,0.75,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/3/2021,35.0,26.0,30.4,43.8,26.0,37.1,25.9,78.7,30.6,13.0,241.1,1007.9,56.7,9.7,265.7,22.9,9,0.76,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/4/2021,35.0,27.0,31.0,43.4,31.2,38.2,25.9,76.3,27.7,14.8,251.4,1007.6,48.2,9.9,270.4,23.4,9,0.79,3,Partly cloudy throughout the day with early morning rain.,rain
6/5/2021,35.0,27.0,30.1,43.3,30.6,36.8,25.7,78.9,37.4,19.3,245.7,1007.9,57.7,10.0,231.0,19.9,8,0.83,3,Partly cloudy throughout the day with rain.,rain
6/6/2021,32.9,26.9,28.5,42.3,30.1,34.2,25.8,85.7,38.2,35.3,250.2,1007.9,62.8,10.0,203.5,17.6,8,0.86,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
6/7/2021,32.7,24.6,28.2,39.2,24.6,32.5,25.5,86.5,44.3,34.4,242.7,1008.5,75.0,10.0,176.6,15.1,7,0.89,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/8/2021,29.0,24.0,26.5,36.8,24.0,28.4,24.8,90.5,43.2,20.6,242.8,1009.4,77.0,9.5,159.2,13.7,6,0.93,3,Partly cloudy throughout the day with rain.,rain
6/9/2021,32.0,25.0,27.9,40.6,25.0,31.8,25.1,85.6,42.1,29.5,251.2,1008.2,76.1,9.1,200.5,17.1,8,0.96,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
6/10/2021,32.0,25.9,27.8,38.4,25.9,31.2,25.0,85.4,50.8,26.8,269.3,1007.0,69.7,9.6,183.8,15.9,8,0.0,3,Partly cloudy throughout the day with afternoon rain.,rain
6/11/2021,32.1,25.0,28.1,38.0,25.0,31.1,24.8,83.6,42.5,24.1,274.8,1005.8,71.1,9.5,237.7,20.7,9,0.03,3,Partly cloudy throughout the day with rain.,rain
6/12/2021,32.0,25.0,27.9,36.8,25.0,30.7,24.0,80.6,38.5,31.7,265.5,1007.4,76.3,10.0,53.8,4.8,2,0.06,3,Partly cloudy throughout the day with rain.,rain
13/06/21,32.0,26.0,28.8,40.6,26.0,33.4,24.8,79.7,45.7,24.5,246.1,1008.3,59.6,10.2,183.1,15.8,7,0.1,3,Partly cloudy throughout the day with rain.,rain
14/06/21,34.0,26.9,29.2,40.6,29.6,34.1,24.8,78.8,34.6,22.3,251.9,1008.3,63.7,10.2,254.2,21.9,9,0.13,3,Partly cloudy throughout the day with late afternoon rain.,rain
15/06/21,32.1,25.0,27.6,42.3,25.0,31.2,25.7,89.9,38.5,24.2,253.5,1007.8,71.6,9.4,214.4,18.6,8,0.17,3,Partly cloudy throughout the day with late afternoon rain.,rain
16/06/21,33.0,26.0,29.0,44.1,26.0,34.2,25.8,83.6,32.4,18.4,274.0,1009.2,61.6,9.9,161.1,13.9,7,0.2,3,Partly cloudy throughout the day with early morning rain.,rain
17/06/21,35.0,25.0,29.7,42.1,25.0,34.6,25.1,78.6,29.2,17.7,276.8,1009.5,59.9,9.9,277.6,24.0,9,0.24,3,Partly cloudy throughout the day with afternoon rain.,rain
18/06/21,34.0,26.0,29.8,41.9,26.0,34.4,25.1,78.2,25.6,19.3,254.1,1009.9,43.7,10.3,285.6,24.6,9,0.25,2,Partly cloudy throughout the day.,notrain
19/06/21,34.0,27.0,29.7,42.3,31.2,36.7,26.2,82.5,27.0,20.5,246.4,1009.2,58.1,10.3,251.3,21.8,9,0.31,3,Partly cloudy throughout the day with afternoon rain.,rain
20/06/21,35.0,26.0,29.8,42.1,26.0,35.3,25.3,78.9,40.0,18.4,257.9,1007.8,54.6,10.3,245.6,21.2,9,0.34,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
21/06/21,32.0,25.0,28.6,40.6,25.0,33.6,25.4,83.3,39.6,25.9,238.3,1007.5,48.6,10.3,201.9,17.4,8,0.38,3,Partly cloudy throughout the day with rain.,rain
22/06/21,32.0,25.5,28.0,40.6,25.5,32.9,25.8,88.3,36.7,30.4,236.0,1008.7,52.7,10.0,225.5,19.6,8,0.41,3,Partly cloudy throughout the day with rain.,rain
23/06/21,32.0,25.0,28.0,40.6,25.0,31.9,25.4,86.6,36.0,33.7,250.2,1009.2,57.8,10.3,230.4,19.8,8,0.45,3,Partly cloudy throughout the day with rain.,rain
24/06/21,33.0,25.9,29.3,42.3,25.9,34.3,25.4,80.5,33.5,18.4,254.6,1007.9,51.4,10.3,251.5,21.7,8,0.48,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
25/06/21,34.0,26.2,29.0,40.6,26.2,34.6,25.7,83.7,32.8,20.5,229.0,1007.6,49.7,10.2,230.3,20.0,8,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
26/06/21,33.0,26.9,29.6,40.6,30.9,36.0,25.9,81.5,26.3,14.8,198.0,1008.9,50.4,10.2,235.8,20.5,8,0.55,3,Partly cloudy throughout the day with early morning rain.,rain
27/06/21,35.0,27.0,30.4,40.6,29.9,36.0,24.8,74.1,35.3,14.8,225.4,1009.8,44.8,10.3,263.0,22.7,8,0.58,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
28/06/21,35.0,27.0,30.4,41.9,31.2,36.4,25.1,75.3,26.3,25.9,240.6,1008.7,51.7,10.3,264.5,22.8,8,0.61,3,Partly cloudy throughout the day with rain.,rain
29/06/21,35.0,27.0,30.1,43.4,31.0,36.3,25.5,78.0,29.2,18.0,221.6,1008.0,55.5,10.3,252.6,21.8,8,0.65,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
30/06/21,33.9,27.0,29.6,40.6,31.2,36.5,26.1,82.8,27.7,18.4,234.7,1008.4,55.8,10.3,205.9,17.7,8,0.68,3,Partly cloudy throughout the day with late afternoon rain.,rain
7/1/2021,35.0,26.9,30.3,40.6,30.8,35.7,24.8,75.1,29.9,17.0,229.3,1008.4,48.8,10.3,251.3,21.8,8,0.71,3,Partly cloudy throughout the day with rain.,rain
7/2/2021,35.0,27.8,30.9,42.3,31.5,37.1,24.9,72.2,30.6,18.4,241.5,1008.6,49.1,10.3,279.3,24.1,9,0.75,2,Partly cloudy throughout the day.,notrain
7/3/2021,36.0,27.0,30.6,43.8,31.2,37.1,25.4,75.7,31.7,14.8,257.0,1007.0,46.0,10.2,285.9,24.7,9,0.78,3,Partly cloudy throughout the day with rain.,rain
7/4/2021,32.1,26.8,28.9,44.1,29.6,36.0,26.4,86.7,35.3,24.1,231.7,1006.4,50.8,10.1,232.0,19.9,8,0.81,3,Partly cloudy throughout the day with rain.,rain
7/5/2021,31.0,25.0,27.5,40.6,25.0,32.0,26.2,92.8,33.8,22.3,246.0,1005.9,68.6,9.3,150.5,13.1,6,0.84,3,Partly cloudy throughout the day with afternoon rain.,rain
7/6/2021,31.0,25.0,27.4,40.6,25.0,31.0,25.6,90.2,57.6,33.5,232.6,1005.8,64.4,9.2,177.4,15.3,6,0.87,3,Partly cloudy throughout the day with afternoon rain.,rain
7/7/2021,34.0,25.0,27.8,39.3,25.0,30.2,24.9,85.6,34.2,36.6,236.5,1007.1,66.7,9.9,163.6,14.2,7,0.91,3,Partly cloudy throughout the day with rain.,rain
7/8/2021,31.0,25.0,27.2,37.7,25.0,30.4,25.2,89.1,36.4,18.4,245.3,1007.6,61.5,10.0,125.1,10.7,5,0.94,3,Partly cloudy throughout the day with rain.,rain
7/9/2021,31.0,25.0,27.9,35.5,25.0,30.8,24.4,82.6,31.3,22.3,222.4,1007.3,58.9,10.2,152.2,13.2,8,0.97,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7/10/2021,33.0,26.0,29.4,39.2,26.0,33.7,24.5,76.4,27.0,14.8,171.4,1007.3,58.6,10.3,214.0,18.6,7,0.0,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7/11/2021,35.0,27.0,30.1,39.4,30.5,35.2,24.4,72.9,24.5,18.4,158.2,1008.6,54.3,10.3,266.9,22.9,8,0.04,3,Partly cloudy throughout the day with rain.,rain
7/12/2021,35.0,26.0,29.5,40.6,26.0,34.4,24.7,76.9,27.7,22.3,128.3,1008.6,53.0,10.1,229.2,19.7,8,0.08,3,Partly cloudy throughout the day with rain.,rain
13/07/21,34.0,25.0,29.2,39.3,25.0,33.2,24.4,77.5,24.8,14.8,123.3,1007.6,58.7,9.6,217.3,18.8,8,0.11,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
14/07/21,33.0,25.0,27.8,40.6,25.0,30.9,25.0,85.8,18.0,14.8,234.6,1007.0,58.9,9.4,197.5,17.1,7,0.15,3,Partly cloudy throughout the day with rain.,rain
15/07/21,32.0,25.0,27.2,39.2,25.0,29.2,24.8,88.2,30.2,20.9,269.4,1008.1,76.5,8.6,136.8,11.9,5,0.18,3,Partly cloudy throughout the day with rain.,rain
16/07/21,34.0,24.1,28.7,40.6,24.1,32.2,24.1,78.0,32.4,18.4,286.6,1009.4,51.8,10.1,247.2,21.4,8,0.22,3,Partly cloudy throughout the day with early morning rain.,rain
17/07/21,33.0,26.0,29.3,39.2,26.0,33.1,24.5,77.1,35.6,24.1,275.0,1007.4,50.5,10.3,273.7,23.7,9,0.25,2,Partly cloudy throughout the day.,notrain
